evaluation_year,candidate,round,cost_fn,threshold,tp,fp,fn,tn,alerts,rows,precision,recall,f1,alerts_per_10000,cost
2019,r1_submuestreo,previous,5,0.8549467147522368,1.0,1.0,68.0,44286.0,2.0,44356.0,0.5,0.014492753623188406,0.028169014084507043,0.45089728559834075,341
2019,r1_submuestreo,previous,10,0.8549467147522368,1.0,1.0,68.0,44286.0,2.0,44356.0,0.5,0.014492753623188406,0.028169014084507043,0.45089728559834075,681
2019,r1_submuestreo,previous,25,0.8549467147522368,1.0,1.0,68.0,44286.0,2.0,44356.0,0.5,0.014492753623188406,0.028169014084507043,0.45089728559834075,1701
2019,r1_submuestreo,previous,50,0.6217115428311037,3.0,91.0,66.0,44196.0,94.0,44356.0,0.031914893617021274,0.043478260869565216,0.03680981595092025,21.192172423122013,3391
2019,r1_submuestreo,previous,100,0.6217115428311037,3.0,91.0,66.0,44196.0,94.0,44356.0,0.031914893617021274,0.043478260869565216,0.03680981595092025,21.192172423122013,6691
2019,rf_actualizado,previous,5,0.032894580458510195,9.0,31.0,60.0,44256.0,40.0,44356.0,0.225,0.13043478260869565,0.1651376146788991,9.017945711966814,331
2019,rf_actualizado,previous,10,0.032894580458510195,9.0,31.0,60.0,44256.0,40.0,44356.0,0.225,0.13043478260869565,0.1651376146788991,9.017945711966814,631
2019,rf_actualizado,previous,25,0.02046171411871807,14.0,93.0,55.0,44194.0,107.0,44356.0,0.1308411214953271,0.2028985507246377,0.1590909090909091,24.123004779511227,1468
2019,rf_actualizado,previous,50,0.014357903872303419,17.0,202.0,52.0,44085.0,219.0,44356.0,0.0776255707762557,0.2463768115942029,0.11805555555555555,49.37325277301831,2802
2019,rf_actualizado,previous,100,0.014357903872303419,17.0,202.0,52.0,44085.0,219.0,44356.0,0.0776255707762557,0.2463768115942029,0.11805555555555555,49.37325277301831,5402
